"STATION","NAME","DATE","PRCP","SNWD","TAVG","TMAX","TMIN"
"IN022021900","NEW DELHI SAFDARJUN, IN","2009-11-16",,,"70","81","62"
"IN022021900","NEW DELHI SAFDARJUN, IN","2009-11-17","0.31",,"67","81",
"IN022021900","NEW DELHI SAFDARJUN, IN","2009-11-18","0.00",,"64","77","51"
"IN022021900","NEW DELHI SAFDARJUN, IN","2009-11-19",,,"64","76","54"
"IN022021900","NEW DELHI SAFDARJUN, IN","2009-11-20",,,"61","76","51"
"IN022021900","NEW DELHI SAFDARJUN, IN","2009-11-21",,,"60","78","47"
"IN022021900","NEW DELHI SAFDARJUN, IN","2009-11-22",,,"61","79","48"
"IN022021900","NEW DELHI SAFDARJUN, IN","2009-11-23",,,"62","78","49"
"IN022021900","NEW DELHI SAFDARJUN, IN","2009-11-24",,,"62","78","49"
"IN022021900","NEW DELHI SAFDARJUN, IN","2009-11-25",,,"63","81","49"
"IN022021900","NEW DELHI SAFDARJUN, IN","2009-11-26",,,"64","82","51"
"IN022021900","NEW DELHI SAFDARJUN, IN","2009-11-27",,,"62","77","52"
"IN022021900","NEW DELHI SAFDARJUN, IN","2009-11-28",,,"60","77","46"
"IN022021900","NEW DELHI SAFDARJUN, IN","2009-11-29",,,"59","77","48"
"IN022021900","NEW DELHI SAFDARJUN, IN","2009-11-30",,,"61","77","50"
"IN022021900","NEW DELHI SAFDARJUN, IN","2009-12-01",,,"61","76","49"
"IN022021900","NEW DELHI SAFDARJUN, IN","2009-12-02",,,"63","80","53"
"IN022021900","NEW DELHI SAFDARJUN, IN","2009-12-03",,,"62","78","50"
"IN022021900","NEW DELHI SAFDARJUN, IN","2009-12-04",,,"63","82","49"
"IN022021900","NEW DELHI SAFDARJUN, IN","2009-12-05",,,"64","81","51"
"IN022021900","NEW DELHI SAFDARJUN, IN","2009-12-06",,,"66","81","56"
"IN022021900","NEW DELHI SAFDARJUN, IN","2009-12-07",,,"62","76",
"IN022021900","NEW DELHI SAFDARJUN, IN","2009-12-08",,,"58","72","47"
"IN022021900","NEW DELHI SAFDARJUN, IN","2009-12-09",,,"58","76","47"
"IN022021900","NEW DELHI SAFDARJUN, IN","2009-12-10",,,"62","76","53"
"IN022021900","NEW DELHI SAFDARJUN, IN","2009-12-11",,,"63","78","53"
"IN022021900","NEW DELHI SAFDARJUN, IN","2009-12-12",,,"62","75","52"
"IN022021900","NEW DELHI SAFDARJUN, IN","2009-12-13",,,"62","76","53"
"IN022021900","NEW DELHI SAFDARJUN, IN","2009-12-14",,,"62","76","49"
"IN022021900","NEW DELHI SAFDARJUN, IN","2009-12-15","0.08",,"61","74",
"IN022021900","NEW DELHI SAFDARJUN, IN","2009-12-16","0.02",,"61","74","51"
"IN022021900","NEW DELHI SAFDARJUN, IN","2009-12-17","0.00",,"60","75","49"
"IN022021900","NEW DELHI SAFDARJUN, IN","2009-12-18",,,"58","75","47"
"IN022021900","NEW DELHI SAFDARJUN, IN","2009-12-19",,,"57","72","46"
"IN022021900","NEW DELHI SAFDARJUN, IN","2009-12-20",,,"55","71","47"
"IN022021900","NEW DELHI SAFDARJUN, IN","2009-12-21",,,"56","72","45"
"IN022021900","NEW DELHI SAFDARJUN, IN","2009-12-22",,,"56","72","44"
"IN022021900","NEW DELHI SAFDARJUN, IN","2009-12-23",,,"57","73","44"
"IN022021900","NEW DELHI SAFDARJUN, IN","2009-12-24",,,"56","73","43"
"IN022021900","NEW DELHI SAFDARJUN, IN","2009-12-25",,,"55","71","45"
"IN022021900","NEW DELHI SAFDARJUN, IN","2009-12-26",,,"55","73","41"
"IN022021900","NEW DELHI SAFDARJUN, IN","2009-12-27",,,"55","73","42"
"IN022021900","NEW DELHI SAFDARJUN, IN","2009-12-28",,,"54","71","42"
"IN022021900","NEW DELHI SAFDARJUN, IN","2009-12-29",,,"54","71","43"
"IN022021900","NEW DELHI SAFDARJUN, IN","2009-12-30",,,"53","68","41"
"IN022021900","NEW DELHI SAFDARJUN, IN","2009-12-31",,,"54","69","43"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-01-01",,,"57","71","44"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-01-02",,,"52","59","48"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-01-03",,,"54","60","49"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-01-04",,,"53","57","49"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-01-05",,,"53","65",
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-01-06",,,"53","66","42"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-01-07",,,"54","66","46"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-01-08",,,"51",,"46"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-01-09",,,"53","64",
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-01-10",,,"49","55",
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-01-11",,,"49","58","44"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-01-12",,,"51","59","45"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-01-13","0.20",,"53","61","47"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-01-14","0.00",,"53","63","46"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-01-15",,,"53","63","46"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-01-16",,,"55","69","44"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-01-17",,,"52","58","46"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-01-18",,,"53","66","47"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-01-19",,,"54","68","47"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-01-20",,,"53","65","44"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-01-21",,,"53","68","45"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-01-22",,,"53","66","45"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-01-23",,,"56","72","46"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-01-24",,,"60","75","46"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-01-25",,,"61","75","51"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-01-26",,,"58","73","49"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-01-27",,,"61","76","50"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-01-28",,,"64","80","51"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-01-29",,,"65","82","52"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-01-30",,,"62","72",
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-01-31",,,"59","73","47"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-02-01",,,"59","74","45"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-02-02",,,"59","74","46"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-02-03",,,"59","74","48"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-02-04",,,"62","76","49"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-02-05",,,"64","77","52"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-02-06",,,"66","84","53"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-02-07",,,"69","86","53"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-02-08",,,"67","86",
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-02-09","0.59",,"62","73",
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-02-10","0.00",,"63","72","55"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-02-11",,,"61","74","51"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-02-12",,,"62","75","53"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-02-13",,,"64","74","53"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-02-14",,,"60","74","50"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-02-15",,,"60","70","51"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-02-16",,,"63","78","51"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-02-17",,,"59","71","50"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-02-18",,,"58","75","48"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-02-19",,,"61","75","47"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-02-20",,,"63","78","49"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-02-21",,,"67","82","53"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-02-22",,,"67",,"53"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-02-23","0.04",,"70","81","59"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-02-24","0.00",,"70","81","62"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-02-25",,,"69","82","58"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-02-26",,,"71","87","58"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-02-27",,,"74","89","59"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-02-28",,,"74","89","62"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-03-01",,,"77","91","67"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-03-02",,,"75","90","63"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-03-03",,,"76","89","64"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-03-04",,,"77","89","65"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-03-05",,,"73","84","63"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-03-06",,,"74","88","60"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-03-07",,,"72","82",
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-03-08",,,"69","80","58"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-03-09",,,"71","84","58"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-03-10",,,"71","85",
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-03-11",,,"71","87","58"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-03-12",,,"73","89","59"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-03-13",,,"75","90","63"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-03-14",,,"76","90","64"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-03-15",,,"74","91","64"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-03-16",,,"79","94","62"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-03-17",,,"77","95","63"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-03-18",,,"79","95","65"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-03-19",,,"79","94","68"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-03-20",,,"81","97","66"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-03-21",,,"84","103","67"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-03-22",,,"85","101","72"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-03-23",,,"85","101","69"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-03-24",,,"86","101","69"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-03-25",,,"84","97","69"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-03-26",,,"85","102","70"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-03-27",,,"86","101","74"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-03-28",,,"84","101","72"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-03-29",,,"85","101","72"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-03-30",,,"89","102","70"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-03-31",,,"86","101","73"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-04-01",,,"86","101","71"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-04-02",,,"86",,"69"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-04-03","0.00",,"87","102","74"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-04-04",,,"86","102","72"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-04-05",,,"88","102","74"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-04-06",,,"86","99","74"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-04-07",,,"86","102","67"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-04-08",,,"88","102","69"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-04-09",,,"88","104","71"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-04-10",,,"89","105","74"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-04-11",,,"90","107","76"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-04-12",,,"94","107","76"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-04-13",,,"91","104","78"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-04-14",,,"91","106","75"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-04-15",,,"91","108","74"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-04-16",,,"93","109","74"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-04-20",,,"95","107","84"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-04-22",,,"92","104","81"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-04-23",,,"91","103","80"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-04-24",,,"90","103","75"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-04-25",,,"90","103","76"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-04-26",,,"92","107","76"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-04-27",,,"95","109","78"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-04-28",,,"93","105","81"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-04-29",,,"92","107","80"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-04-30",,,"93","107","82"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-05-01","0.04",,"90","107",
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-05-02","0.08",,"87","98","74"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-05-03","0.00",,"90","101","79"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-05-04",,,"93","106","80"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-05-05",,,"96",,"83"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-05-06",,,"90","96","83"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-05-07",,,"85","96",
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-05-08",,,"88","101","74"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-05-09",,,"92","102","81"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-05-10",,,"93","105","79"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-05-11","0.02",,"94","106","81"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-05-12","0.00",,"92","107","78"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-05-13",,,"99","112","79"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-05-14",,,"96","110","86"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-05-15","0.00",,"97","110",
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-05-16",,,"96","111","78"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-05-17",,,"99","114","83"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-05-18",,,"101","112","90"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-05-19",,,"97","107","87"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-05-20",,,"96","107","84"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-05-21",,,"94","109","77"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-05-22",,,"95","112","78"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-05-23",,,"98","112","87"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-05-24",,,"98","110","86"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-05-25",,,"97","112","85"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-05-26",,,"99","113","84"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-05-27",,,"99","111","87"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-05-28",,,"92","100","84"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-05-29",,,"89","106",
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-05-30",,,"91","103","80"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-05-31",,,"95","108","79"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-06-01",,,"99","111","82"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-06-02",,,"101","111","94"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-06-03",,,"95","106",
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-06-04",,,"94","102",
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-06-05",,,"87","98",
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-06-06",,,"90","101","78"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-06-07",,,"84","91",
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-06-08","0.02",,"77","80","72"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-06-09","0.03",,"88","97","74"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-06-10","0.00",,"92","104","78"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-06-11",,,"95","106","80"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-06-12",,,"96","108","83"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-06-13",,,"92","109","83"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-06-14",,,"92","103","79"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-06-15",,,"94","105","82"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-06-16",,,"93","103","84"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-06-17",,,"95","106","84"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-06-18",,,"96","108","83"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-06-19",,,"97","110","82"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-06-20",,,"101","113","86"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-06-21",,,"99","111","88"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-06-22",,,"102","112","91"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-06-23",,,"102","110","93"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-06-24",,,"92","107",
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-06-25",,,"89","98","81"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-06-26","0.00",,"95","107","83"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-06-27","0.08",,"95","106","81"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-06-28","0.00",,"93","104","83"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-06-29",,,"94","105","86"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-06-30",,,"97","106","89"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-07-01",,,"90","102",
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-07-02",,,"94","103","82"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-07-03",,,"94","102",
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-07-04","0.63",,"84","102","78"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-07-05","2.28",,"82","90","78"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-07-06","0.08",,"84",,"80"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-07-07","0.63",,"86","99",
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-07-08","0.83",,"89","99","77"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-07-09","0.03",,"93","99","84"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-07-10","0.00",,"94","102","87"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-07-11","0.12",,"91","97","82"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-07-12","0.35",,"85","98",
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-07-13","2.05",,"87","95","74"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-07-14","0.00",,"92","98","84"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-07-15",,,"91","98","85"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-07-16",,,"91","100","83"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-07-17",,,"90","99","85"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-07-18","0.00",,"91","100","84"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-07-19",,,"87","100",
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-07-20","0.55",,"81","93","78"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-07-21","1.10",,"86","92","79"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-07-22","0.00",,"87","93","80"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-07-23",,,"89","94","82"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-07-24","0.00",,"90","96","85"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-07-25",,,"88","95","82"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-07-26",,,"91","98","84"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-07-27","0.12",,"82","85","80"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-07-28","0.12",,"87","95","80"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-07-29","0.01",,"87","96","82"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-07-30","0.51",,"85",,
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-07-31","0.04",,"79","85",
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-08-01","2.48",,"83","91","77"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-08-02","0.35",,"84","93","77"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-08-03","0.02",,"86","93","80"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-08-04","0.01",,"86","93","81"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-08-05","0.16",,"85","86","81"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-08-06","0.00",,"89","98","81"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-08-07",,,"89","96","83"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-08-08",,,"91","98","83"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-08-09",,,"91","100","83"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-08-10",,,"88","98",
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-08-11",,,"84","98","79"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-08-12",,,"85","98","78"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-08-13",,,"87","96",
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-08-14",,,"82","92","79"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-08-15",,,"85","94","80"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-08-16",,,"85","91","80"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-08-17",,,"86","94","81"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-08-18","0.04",,"85","94",
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-08-19","0.20",,"81","82","80"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-08-20","4.33",,"82",,"79"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-08-21","0.98",,"82","83","80"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-08-22","1.73",,"81","88",
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-08-23","0.28",,"83","92","77"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-08-24","0.83",,"83","92","79"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-08-25","0.35",,"82","89","78"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-08-26","0.02",,"85","93","78"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-08-27","0.00",,"87","93","81"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-08-28","0.67",,"87","95","80"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-08-29","0.00",,"88","95","81"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-08-30",,,"88","96","81"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-08-31",,,"87","94","82"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-09-01",,,"85","95",
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-09-02",,,"85","94","80"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-09-03",,,"83","94",
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-09-04",,,"83","94","78"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-09-05","1.42",,"80","88","76"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-09-06","0.71",,"84","91","78"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-09-07","0.04",,"84","91","80"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-09-08","0.51",,"83","90",
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-09-09","0.12",,"84","93","78"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-09-10","0.16",,"85","94","80"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-09-11","0.12",,"83","94",
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-09-12","0.67",,"80","86","77"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-09-13","1.06",,"80","90",
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-09-14","0.83",,"82","90","76"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-09-15","0.00",,"81","90","76"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-09-16",,,"83","91","77"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-09-17",,,"84","91",
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-09-18",,,"82","90","75"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-09-19","0.16",,"73","90",
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-09-20","2.32",,"78","86","71"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-09-21","0.87",,"79","86","76"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-09-22","1.18",,"79","85",
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-09-23","1.06",,"79","85","74"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-09-24","0.00",,"82","90","74"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-09-25",,,"84","91","75"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-09-26",,,"82","91","74"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-09-27",,,"82","93","74"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-09-28",,,"83","94","71"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-09-29",,,"83","94","71"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-09-30",,,"83","94",
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-10-01",,,"83","93","74"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-10-02",,,"84","94","74"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-10-03",,,"83","94","76"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-10-04",,,"81","94","72"
"IN022021900","NEW DELHI SAFDARJUN, IN","2010-10-05",,,"83","95","73"
